id,pregunta,respuesta,categoria,dificultad,asignado_a,estado,notas,fecha_revision,fuente
513,¿Cuántos países tiene África?,54,geografia,media,tiziano,nueva,,,generada
289,¿Cuál es la capital de Irlanda?,Dublín,geografia,facil,todos,nueva,,,opentriviaqa
530,¿Cómo se llama el miedo a los espacios abiertos o multitudes?,Agorafobia,terminologia,media,santiago,sabia,,2026-03-17,generada
538,¿Qué estudia la ictiología?,Los peces,terminologia,dificil,santiago,nueva,,,generada
75,�En qu� edici�n de los Juegos Ol�mpicos participaron por primera vez las mujeres en Gimnasia Ol�mpica?,�msterdam 1928,deportes,facil,todos,nueva,,,trivial2b
116,�Cual es la profesi�n de Mario Bross?,Fontanero,otro,facil,todos,nueva,,,trivial2b
147,�A que pa�s pertenece al Ant�rtida?,A ninguno,geografia,facil,todos,nueva,,,trivial2b
259,¿En qué país se encuentra el Monte Fuji?,Japón,geografia,facil,todos,nueva,,,opentriviaqa
216,�Durante el gobierno de qu� monarca franc�s fue firmada la Paz de los Pirineos con Espa�a?,Luis XIV,historia_universal,facil,todos,nueva,,,trivial2b
479,¿Cuál es la capital de Tanzania?,Dodoma,geografia,dificil,tiziano,nueva,,,generada
177,"�C�mo se llamaba realmente el famoso nativo americano ""Ger�nimo""?",Goyahkla,historia_universal,facil,todos,nueva,,,trivial2b
551,¿Cuál es el símbolo químico del antimonio?,Sb,ciencia,dificil,santiago,no_sabia,,2026-03-17,generada
595,¿Quién fue presidente durante la Guerra de Malvinas?,Leopoldo Galtieri,historia_argentina,media,todos,nueva,,,generada
362,¿Cuántos huesos tiene el cuerpo humano adulto?,206,ciencia,media,santiago,sabia,,2026-03-17,opentriviaqa
456,¿Qué religión tiene como texto sagrado los Vedas?,Hinduismo,otro,media,todos,nueva,,,opentriviaqa
510,¿Cuál es el país con más idiomas oficiales del mundo?,Sudáfrica (11 idiomas oficiales),geografia,dificil,tiziano,nueva,,,generada
262,¿Cuál es la isla más grande del mundo?,Groenlandia,geografia,media,tiziano,no_sabia,,2026-03-17,opentriviaqa
312,¿En qué año se abolió la esclavitud en Estados Unidos?,1865,historia_universal,media,marcos,no_sabia,,2026-03-17,opentriviaqa
38,¿Que pierde el que sufre de anosmia?,Olfato,ciencia,facil,todos,nueva,,,trivial2b
296,¿Quién fue el primer emperador romano?,Augusto,historia_universal,media,marcos,no_sabia,,2026-03-17,opentriviaqa
523,¿Cómo se llama el estudio y degustación de vinos?,Enología,terminologia,media,santiago,nueva,,,generada
339,¿Quién fue Nelson Mandela?,Líder anti-apartheid y primer presidente negro de Sudáfrica,historia_universal,facil,todos,nueva,,,opentriviaqa
30,¿Que son los hematíes?,Glóbulos rojos,ciencia,facil,todos,nueva,,,trivial2b
542,¿Qué estudia la espeleología?,Las cuevas y cavernas,terminologia,media,santiago,nueva,,,generada
383,¿Qué ley de Newton dice que toda acción tiene una reacción igual y opuesta?,Tercera ley de Newton,ciencia,media,santiago,no_sabia,,2026-03-17,opentriviaqa
516,"¿En qué país se encuentra el Lago Baikal, el más profundo del mundo?",Rusia,geografia,media,tiziano,no_sabia,,2026-03-17,generada
454,¿Qué arquitecto diseñó la Sagrada Familia de Barcelona?,Antoni Gaudí,arte,facil,todos,nueva,,,opentriviaqa
17,¿Por que apagan el fuego los extintores?,Cortan el oxígeno del fuego,ciencia,facil,todos,nueva,,,trivial2b
360,¿Qué es el ADN?,Ácido desoxirribonucleico,ciencia,facil,todos,nueva,,,opentriviaqa
243,¿Cuál es la capital de Portugal?,Lisboa,geografia,facil,todos,nueva,,,opentriviaqa
453,¿Quién pintó 'Las meninas'?,Diego Velázquez,arte,media,marcos,nueva,,,opentriviaqa
176,�Sobre qu� oc�ano se encuentran las islas Maldivas?,�ndico,geografia,facil,todos,sabia,,2026-03-17,trivial2b
162,�Cu�l es la capital de Irlanda?,Dubl�n,geografia,facil,todos,nueva,,,trivial2b
445,¿Quién pintó la Mona Lisa?,Leonardo da Vinci,arte,facil,todos,nueva,,,opentriviaqa
69,�Cu�l fue el primer pa�s asi�tico en que se realiz� una edici�n de los Juegos Ol�mpicos en 1968?,Jap�n,deportes,facil,todos,nueva,,,trivial2b
437,¿Quién escribió 'El proceso'?,Franz Kafka,literatura,media,marcos,nueva,,,opentriviaqa
628,¿Cómo se llama la obra de Platón donde describe su Estado ideal?,La República,filosofia,media,marcos,nueva,,,generada
417,¿Quién compuso las 'Gymnopédies'?,Erik Satie,musica,dificil,tiziano,nueva,,,opentriviaqa
95,En la serie Hora De Aventuras �Como se llama el libro de los h�roes?,El Enchiridi�n,otro,facil,todos,nueva,,,trivial2b
36,¿Que pesa mas ¿el corazón de un hombre o el de una mujer?,El de un hombre,ciencia,facil,todos,nueva,,,trivial2b
600,¿Qué batalla definió la separación de Buenos Aires de la Confederación en 1861?,Batalla de Pavón,historia_argentina,dificil,todos,nueva,,,generada
448,¿Quién pintó 'El Guernica'?,Pablo Picasso,arte,facil,todos,nueva,,,opentriviaqa
191,�Qu� papa presidi� el IV Concilio de Letr�n?,Inocencio III,historia_universal,facil,todos,nueva,,,trivial2b
103,En la serie de los Simpsons �a que juegan Homer y sus amigos cuando Marge es oficial de polic�a?,P�ker,otro,facil,todos,nueva,,,trivial2b
637,¿Qué concepto kantiano describe la ley moral universal que cada uno debe seguir?,Imperativo categórico,filosofia,media,marcos,nueva,,,generada
84,�Cual de estos deportes se practica dentro del agua?,Nataci�n,deportes,facil,todos,nueva,,,trivial2b
132,"�Qu� grupo c�mico dobl� al espa�ol a los protagonistas de ""Shrek""?",Cruz y Raya,otro,facil,todos,nueva,,,trivial2b
172,�En qu� pa�s de Europa se encuentra el misterioso Lago de Ness?,Escocia,geografia,facil,todos,nueva,,,trivial2b
131,�C�mo se llama el p�jaro s�mbolo de los Juegos del Hambre?,Sinsajo,otro,facil,todos,nueva,,,trivial2b
406,¿Quién compuso 'El lago de los cisnes'?,Piotr Chaikovski,musica,media,tiziano,nueva,,,opentriviaqa
181,�Cu�ntos pa�ses africanos eran independientes en el a�o 1900?,2,historia_universal,facil,todos,nueva,,,trivial2b
55,�Qu� mediofondista logr� la medalla de oro en los Juegos de M�xico 68 y en M�nich 72?,Kip Keino,deportes,facil,todos,nueva,,,trivial2b
511,¿Cuál es la ciudad más poblada del mundo?,Tokio (área metropolitana),geografia,media,tiziano,nueva,,,generada
422,¿De qué país es originaria la samba?,Brasil,musica,facil,todos,nueva,,,opentriviaqa
252,¿Qué país tiene la mayor cantidad de islas en el mundo?,Suecia,geografia,dificil,tiziano,nueva,,,opentriviaqa
19,¿Como se llaman los gametos masculinos en un rosal?,Núcleos espermáticos,ciencia,facil,todos,nueva,,,trivial2b
643,¿Qué concepto de Sartre significa que 'la existencia precede a la esencia'?,Existencialismo (libertad radical del ser humano),filosofia,media,marcos,nueva,,,generada
426,¿Quién escribió 'Hamlet'?,William Shakespeare,literatura,facil,todos,nueva,,,opentriviaqa
458,¿Qué religión practica el Dalái Lama?,Budismo tibetano,otro,facil,todos,sabia,,2026-03-17,opentriviaqa
190,�Cu�l de estas ciudades fue designada capital de la colonia francesa en el territorio americano en 1722?,Nueva Orleans,historia_universal,facil,todos,nueva,,,trivial2b
272,¿Cuál es la capital de Sudáfrica (sede del gobierno)?,Pretoria,geografia,dificil,tiziano,nueva,,,opentriviaqa
440,¿Quién escribió 'Ficciones'?,Jorge Luis Borges,literatura,media,marcos,sabia,,2026-03-17,opentriviaqa
372,¿Cuál es la unidad de medida de la energía en el SI?,Joule,ciencia,facil,todos,nueva,,,opentriviaqa
414,¿Cuál es el himno nacional más antiguo del mundo aún en uso?,Wilhelmus (Países Bajos),musica,dificil,tiziano,nueva,,,opentriviaqa
169,�Cu�ntas islas componen el grupo de las Islas V�rgenes de los Estados Unidos?,3,geografia,facil,todos,nueva,,,trivial2b
335,¿Quién fue Marco Polo?,Explorador veneciano que viajó a China,historia_universal,facil,todos,nueva,,,opentriviaqa
496,¿Cómo se llama a los habitantes de Alcalá de Henares?,Complutenses,geografia,dificil,tiziano,nueva,,,generada
187,�En que a�o se descubri� la m�scara de Agamen�n?,1876,historia_universal,facil,todos,nueva,,,trivial2b
241,¿Cuál es la capital de Kenia?,Nairobi,geografia,media,tiziano,sabia,,2026-03-17,opentriviaqa
648,¿Cuál es el equivalente romano de Poseidón?,Neptuno,mitologia,facil,todos,nueva,,,generada
521,¿Cómo se llama la afición de coleccionar estampillas o sellos postales?,Filatelia,terminologia,media,santiago,nueva,,,generada
49,�Qu� equipo obtuvo la medalla de plata en baloncesto en los Juegos de Los �ngeles 1984?,Espa�a,deportes,facil,todos,nueva,,,trivial2b
409,¿Qué banda de rock argentino grabó el disco 'Artaud'?,Pescado Rabioso,musica,media,tiziano,nueva,,,opentriviaqa
411,¿Qué género musical se originó en Jamaica?,Reggae,musica,facil,todos,nueva,,,opentriviaqa
34,¿Que función tienen los marcapasos?,Acelerar el ritmo cardiaco,ciencia,facil,todos,nueva,,,trivial2b
280,¿Cuál es la capital de Pakistán?,Islamabad,geografia,dificil,tiziano,nueva,,,opentriviaqa
345,¿Cuál es el elemento químico más abundante en el universo?,Hidrógeno,ciencia,facil,todos,nueva,,,opentriviaqa
331,¿Qué imperio construyó la Gran Muralla China?,Varios (iniciada por Qin Shi Huang),historia_universal,media,marcos,no_sabia,,2026-03-17,opentriviaqa
652,¿Cuál es el equivalente romano de Hefesto?,Vulcano,mitologia,media,marcos,nueva,,,generada
568,¿Qué planeta gira sobre su eje en sentido contrario a los demás?,Venus,ciencia,dificil,santiago,sabia,,2026-03-17,generada
641,¿Qué filósofo existencialista escribió 'El ser y la nada'?,Jean-Paul Sartre,filosofia,media,marcos,nueva,,,generada
607,¿Quién creó la bandera argentina?,Manuel Belgrano,historia_argentina,facil,todos,nueva,,,generada
665,¿Qué monstruo de múltiples cabezas fue vencido por Heracles?,Hidra de Lerna,mitologia,media,marcos,nueva,,,generada
136,La capital de Canad� es...,Ottawa,geografia,facil,todos,nueva,,,trivial2b
285,¿Cuál es la capital de Polonia?,Varsovia,geografia,facil,todos,nueva,,,opentriviaqa
455,¿Cuáles son los cinco pilares del Islam?,"Shahada, oración, limosna, ayuno y peregrinación",otro,dificil,todos,nueva,,,opentriviaqa
53,�Cu�ntas fueron las mascotas de los Juegos Ol�mpicos de Londres 2012?,2,deportes,facil,todos,nueva,,,trivial2b
450,¿Quién esculpió 'El pensador'?,Auguste Rodin,arte,media,marcos,no_sabia,,2026-03-17,opentriviaqa
281,¿Qué río pasa por París?,Sena,geografia,facil,todos,nueva,,,opentriviaqa
385,¿Cuál es el símbolo químico del oro?,Au,ciencia,facil,todos,nueva,,,opentriviaqa
613,¿En qué año se federalizó la ciudad de Buenos Aires?,1880,historia_argentina,dificil,todos,nueva,,,generada
428,¿Quién escribió 'Cien años de soledad'?,Gabriel García Márquez,literatura,facil,todos,nueva,,,opentriviaqa
633,¿Qué filósofo empirista escribió 'Ensayo sobre el entendimiento humano'?,John Locke,filosofia,media,marcos,nueva,,,generada
664,"¿Qué criatura mitológica tiene cabeza de mujer, cuerpo de león y alas de águila?",Esfinge,mitologia,media,marcos,nueva,,,generada
404,¿Qué instrumento musical tiene 88 teclas?,Piano,musica,facil,todos,nueva,,,opentriviaqa
283,¿Qué país es el mayor productor de café del mundo?,Brasil,geografia,media,tiziano,nueva,,,opentriviaqa
60,�Qu� animal fue la mascota ol�mpica de los Juegos de Mosc� de 1980?,Un oso,deportes,facil,todos,nueva,,,trivial2b
433,¿Quién escribió 'Rayuela'?,Julio Cortázar,literatura,facil,todos,nueva,,,opentriviaqa
230,¿Cuál es la capital de Argentina?,Buenos Aires,historia_argentina,facil,todos,nueva,,,preguntados_utn
182,�Qu� fue la niebla asesina?,Un producto de la contaminaci�n que mat� a 12.000 personas,historia_universal,facil,todos,nueva,,,trivial2b
86,�En qu� ciudad se celebraron los Juegos Ol�mpicos de 1984?,Los �ngeles,deportes,facil,todos,nueva,,,trivial2b
418,¿Cuántas sinfonías compuso Beethoven?,9,musica,media,tiziano,no_sabia,,2026-03-17,opentriviaqa
569,¿Cuántas lunas tiene Marte?,2 (Fobos y Deimos),ciencia,media,santiago,nueva,,,generada
481,¿Cuál es la capital de Belice?,Belmopán,geografia,dificil,tiziano,nueva,,,generada
667,¿Quién era Cronos en la mitología griega?,"Titán padre de Zeus, dios del tiempo",mitologia,media,marcos,sabia,,2026-03-17,generada
163,�Cu�l es la cima m�s elevada de las antiguas rep�blicas sovi�ticas?,Ismail Samani,geografia,facil,todos,nueva,,,trivial2b
151,�Cual de estos r�os europeos no desemboca en la vertiente atl�ntica?,Danubio,geografia,facil,todos,nueva,,,trivial2b
577,¿Quién formuló las leyes de la herencia genética?,Gregor Mendel,ciencia,media,santiago,sabia,,2026-03-17,generada
242,¿Cuál es la capital de Noruega?,Oslo,geografia,facil,todos,nueva,,,opentriviaqa
373,¿Qué científico formuló la ley de gravitación universal?,Isaac Newton,ciencia,facil,todos,nueva,,,opentriviaqa
52,�Cu�nto duran los juegos ol�mpicos para la juventud de invierno?,9 d�as,deportes,facil,todos,nueva,,,trivial2b
636,¿Qué filósofo empirista negó la existencia de la causalidad necesaria?,David Hume,filosofia,dificil,marcos,nueva,,,generada
149,�Que tipo de climas predominan en el norte del continente americano?,Templados,geografia,facil,todos,nueva,,,trivial2b
621,¿Qué filósofo consideró al agua como el principio de todas las cosas (arjé)?,Tales de Mileto,filosofia,media,marcos,nueva,,,generada
324,¿En qué año se independizó la India de Gran Bretaña?,1947,historia_universal,media,marcos,no_sabia,,2026-03-17,opentriviaqa
500,¿Qué estrecho separa Asia de América del Norte?,Estrecho de Bering,geografia,media,tiziano,nueva,,,generada
10,¿Dónde realizan las plantas la fotosíntesis?,En las hojas,ciencia,facil,todos,nueva,,,trivial2b
646,¿Cuál es el equivalente romano de Ares?,Marte,mitologia,facil,todos,nueva,,,generada
239,¿Cuál es la capital de Italia?,Roma,geografia,facil,todos,nueva,,,opentriviaqa
316,¿Qué revolución industrial comenzó en Inglaterra en el siglo XVIII?,La Primera Revolución Industrial,historia_universal,facil,todos,nueva,,,opentriviaqa
416,¿Qué género musical nació en Nueva Orleans a principios del siglo XX?,Jazz,musica,facil,todos,nueva,,,opentriviaqa
487,¿Cuál es el río más largo del mundo?,Nilo (o Amazonas según mediciones recientes),geografia,facil,todos,nueva,,,generada
558,¿Cuál es el símbolo químico del mercurio?,Hg,ciencia,media,santiago,no_sabia,,2026-03-17,generada
415,¿Quién fue Carlos Gardel?,Cantante y compositor de tango,musica,facil,todos,sabia,,2026-03-17,opentriviaqa
478,¿Cuál es la capital de Nigeria?,Abuya,geografia,dificil,tiziano,no_sabia,,2026-03-17,generada
258,¿Qué estrecho separa Europa de África?,Estrecho de Gibraltar,geografia,facil,todos,sabia,,2026-03-17,opentriviaqa
619,¿En qué año se sancionó el voto femenino en Argentina?,1947,historia_argentina,media,todos,no_sabia,,2026-03-17,generada
653,¿Cuál es el equivalente romano de Hades?,Plutón,mitologia,media,marcos,nueva,,,generada
261,¿Qué río atraviesa la ciudad de Londres?,Támesis,geografia,facil,todos,nueva,,,opentriviaqa
184,�Cu�ntas personas fueron ejecutadas en los juicios de Salem en 1692?,20,historia_universal,facil,todos,nueva,,,trivial2b
563,¿Cuántas cámaras tiene el corazón humano?,4,ciencia,facil,todos,nueva,,,generada
8,¿Cuantos huesos hay en el cuerpo humano?,206,ciencia,facil,todos,nueva,,,trivial2b
390,¿Cuál es el animal más grande que ha existido?,Ballena azul,ciencia,facil,todos,nueva,,,opentriviaqa
631,¿Qué filósofo medieval unificó la filosofía aristotélica con la teología cristiana?,Santo Tomás de Aquino,filosofia,media,marcos,nueva,,,generada
424,¿Qué significa 'forte' en terminología musical?,Fuerte (tocar con intensidad),musica,media,tiziano,no_sabia,,2026-03-17,opentriviaqa
275,¿Cuál es el volcán más alto del mundo?,Ojos del Salado,geografia,dificil,tiziano,nueva,,,opentriviaqa
208,�Qu� te�logo y fraile alem�n fue el principal l�der de la reforma protestante?,Mat�n Lutero,historia_universal,facil,todos,sabia,,2026-03-17,trivial2b
512,¿Qué país tiene la mayor biodiversidad del mundo?,Brasil,geografia,media,tiziano,nueva,,,generada
73,�Qu� atleta estadounidense fue el primer campe�n ol�mpico de la historia?,James Connolly,deportes,facil,todos,nueva,,,trivial2b
211,�Qu� rey de Babilonia entre el 605 y 562 a.C.es conocido como el gran constructor de las principales ciudades de Babilonia?,Nabucodonosor II,historia_universal,facil,todos,nueva,,,trivial2b
213,�Cu�l fue el invento fundamental con el que el hombre pudo transportar sus implementos de un lugar a otro?,La rueda,historia_universal,facil,todos,nueva,,,trivial2b
588,¿Qué teoría describe el origen del universo a partir de una gran explosión?,Big Bang,ciencia,facil,todos,nueva,,,generada
160,�De qu� oc�ano forma parte el mar de Bering?,Pac�fico,geografia,facil,todos,sabia,,2026-03-17,trivial2b
273,¿Qué canal conecta el Océano Atlántico con el Pacífico?,Canal de Panamá,geografia,facil,todos,nueva,,,opentriviaqa
645,¿Cuál es el equivalente romano de Zeus?,Júpiter,mitologia,facil,todos,nueva,,,generada
9,¿Cuantas veces se calcula que latirá el corazón a lo largo de toda la vida de un humano?,3.000 millones de veces,ciencia,facil,todos,nueva,,,trivial2b
25,¿Cual es la intensidad de la gravedad en la Tierra a nivel del mar?,"9,8 m/s2",ciencia,facil,todos,nueva,,,trivial2b
203,�Qu� zar ruso orden� la edificaci�n de la catedral San Basilio en 1555 para conmemorar la victoria sobre los t�rtaros?,"Iv�n IV, el terrible",historia_universal,facil,todos,nueva,,,trivial2b
357,¿Cuál es el metal más abundante en la corteza terrestre?,Aluminio,ciencia,media,santiago,sabia,,2026-03-17,opentriviaqa
144,�Cual es el r�o mas largo del Asia?,Yangts�,geografia,facil,todos,nueva,,,trivial2b
402,¿Qué banda británica lideró la 'invasión británica' en los años 60?,The Beatles,musica,facil,todos,nueva,,,opentriviaqa
532,¿Cómo se llama el miedo a la oscuridad?,Nictofobia (o escotofobia),terminologia,media,santiago,nueva,,,generada
158,�Cu�l es la capital de la Rep�blica Isl�mica de Mauritania?,Roma,geografia,facil,todos,nueva,,,trivial2b
5,¿Cuantos dientes permanentes tiene un ser humano adulto?,32,ciencia,facil,todos,nueva,,,trivial2b
110,En la serie de Pokemon �cual es el pokemon que siempre acompa�a a Ash en todos sus episodios?,Pikachu,otro,facil,todos,nueva,,,trivial2b
482,¿Cuál es la capital de Malaisia?,Kuala Lumpur,geografia,media,tiziano,sabia,,2026-03-17,generada
179,�Qui�n fue la primera cient�fica de la historia?.,Agnocide,historia_universal,facil,todos,nueva,,,trivial2b
341,¿Qué imperio controló gran parte de Sudamérica antes de la conquista española?,Imperio Inca,historia_universal,facil,todos,nueva,,,opentriviaqa
130,"�C�mo se llama el actor protagonista de ""Solo en casa""?",Macaulay Culkin,otro,facil,todos,nueva,,,trivial2b
451,¿Qué movimiento artístico lideró Claude Monet?,Impresionismo,arte,facil,todos,nueva,,,opentriviaqa
325,¿Quién lideró la revolución rusa de 1917?,Vladimir Lenin,historia_universal,media,marcos,nueva,,,opentriviaqa
165,�Cu�l es la cima m�s alta en la cordillera centroeuropea Sudetes?,Sriezka,geografia,facil,todos,no_sabia,,2026-03-17,trivial2b
140,La capital de Corea del sur es...,Se�l,geografia,facil,todos,nueva,,,trivial2b
270,¿Qué país tiene la mayor superficie del mundo?,Rusia,geografia,facil,todos,nueva,,,opentriviaqa
71,�En qu� continente nunca se ha realizado una edici�n de los Juegos Ol�mpicos?,�frica,deportes,facil,todos,nueva,,,trivial2b
608,¿Quién cruzó los Andes para liberar Chile y Perú?,José de San Martín,historia_argentina,facil,todos,nueva,,,generada
598,¿Quién lideró el Ejército del Norte en las batallas de Tucumán y Salta?,Manuel Belgrano,historia_argentina,facil,todos,nueva,,,generada
306,¿En qué siglo se inventó la imprenta de tipos móviles en Europa?,Siglo XV,historia_universal,media,marcos,no_sabia,,2026-03-17,opentriviaqa
322,¿Qué civilización precolombina habitaba en el actual México central?,Azteca (o Mexica),historia_universal,media,marcos,nueva,,,opentriviaqa
489,¿Cuál es la montaña más alta de Europa?,Elbrus,geografia,media,tiziano,no_sabia,,2026-03-17,generada
80,�Qu� esquiador sueco gan� dos medallas de oro en los Juegos Ol�mpicos de Invierno de 1890 en Lake Placid?,Ingemar Stenmark,deportes,facil,todos,nueva,,,trivial2b
